'name', 'phd year', 'phd bibcode', 'phd aff','latest year','latest aff', 'latest 1st year','latest 1st aff', 'largest publication gap',                  'numRecords','numLinked', 'uniqueName', 'latest year unlinked',                  'noAstroJournal', 'nonUS'
Chen, W;; 1997;; 1997PhDT........76C;; UNIVERSITY OF NEW SOUTH WALES (AUSTRALIA);; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Lay, Y;; 1997;; 1997PhDT.......173L;; UNIVERSITY OF CALIFORNIA, LOS ANGELES;; None;; None;; None;; None;; None;; 1;; None;; None;; None;; True;; None
Korhonen, T;; 1997;; 1997PhDT.......171K;; HELSINGIN YLIOPISTO (FINLAND);; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Moore, G;; 1997;; 1997PhDT.......177M;; PRINCETON UNIVERSITY;; None;; None;; None;; None;; None;; 35;; None;; None;; None;; True;; None
Chaput, C;; 1997;; 1997PhDT........10C;; THE UNIVERSITY OF MICHIGAN;; None;; None;; None;; None;; None;; 29;; None;; None;; None;; True;; None
Eikenberry, S;; 1997;; 1997PhDT.........2E;; HARVARD UNIVERSITY;; 2016;; University of Florida, USA;; 2016;; None;; 1;; 257;; 247;; True;; 2016;; None;; None
Baker, R;; 1997;; 1997PhDT........76B;; UNIVERSITY OF CALIFORNIA, LOS ANGELES;; None;; None;; None;; None;; None;; 65;; None;; None;; None;; True;; None
Arge, C;; 1997;; 1997PhDT........12A;; UNIVERSITY OF DELAWARE;; None;; None;; None;; None;; None;; 144;; None;; None;; None;; True;; None
Parikh, N;; 1997;; 1997PhDT.........4P;; CORNELL UNIVERSITY;; None;; None;; None;; None;; None;; 9;; None;; None;; None;; True;; None
Chanover, N;; 1997;; 1997PhDT.........8C;; NEW MEXICO STATE UNIVERSITY;; 2015;; New Mexico State University;; 2015;; None;; 2;; 204;; 196;; True;; 2015;; None;; None
Rizzi, A;; 1997;; 1997PhDT........11R;; PRINCETON UNIVERSITY;; None;; None;; None;; None;; None;; 26;; None;; None;; None;; True;; None
Devine, D;; 1997;; 1997PhDT.........6D;; UNIVERSITY OF COLORADO AT BOULDER;; None;; None;; None;; None;; None;; 40;; None;; None;; None;; True;; None
Lee, P;; 1997;; 1997PhDT........10L;; CORNELL UNIVERSITY;; 2015;; Mars Institute, Mountain View, CA, United States;; 2015;; None;; 1;; 211;; 154;; False;; 2015;; None;; None
Eibe, M;; 1997;; 1997PhDT.........6E;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Trentham, N;; 1997;; 1997PhDT........11T;; UNIVERSITY OF HAWAII;; 2014;; Institute of Astronomy, University of Cambridge, Madingley Road, Cambridge CB3 0HA, United Kingdom;; 2009;; None;; 2;; 76;; 67;; True;; 2014;; None;; None
Stehle, R;; 1997;; 1997PhDT.......481S;; University of Amsterdam;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Blais, K;; 1997;; 1997PhDT........18B;; UNIVERSITY OF HAWAII;; None;; None;; None;; None;; None;; 12;; None;; None;; None;; True;; None
Konar, S;; 1997;; 1997PhDT........34K;; JAP, Department of Physics Indian Institute of Science Bangalore, India and Astrophysics Group Raman Research Institute Bangalore, India;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Rubenstein, E;; 1997;; 1997PhDT........14R;; Yale University;; 2008;; Department of Astronomy, Yale University, P.O. Box 208101, New Haven, CT 06520-8101;; 2001;; None;; 3;; 40;; 32;; True;; 2008;; None;; None
Verheijen, M;; 1997;; 1997PhDT.......118V;; University of Groningen;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Latvakoski, H;; 1997;; 1997PhDT.........4L;; CORNELL UNIVERSITY;; None;; None;; None;; None;; None;; 21;; None;; None;; None;; True;; None
Isenberg, M;; 1997;; 1997PhDT.........2I;; THE UNIVERSITY OF CHICAGO;; None;; None;; None;; None;; None;; 7;; None;; None;; None;; True;; None
Philp, C;; 1997;; 1997PhDT.........8P;; THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL;; None;; None;; None;; None;; None;; 6;; None;; None;; None;; True;; None
Tanaka, T;; 1997;; 1997PhDT.........1T;; MONTANA STATE UNIVERSITY;; 2015;; Faculty of Science, Kyushu University, Fukuoka, Japan;; 2013;; None;; 7;; 398;; 213;; False;; 2016;; None;; None
Gueth, F;; 1997;; 1997PhDT........27G;; garblegarblestring ;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Ruiz-nishiky, M;; 1997;; 1997PhDT........15R;; THE UNIVERSITY OF ARIZONA;; None;; None;; None;; None;; None;; 1;; None;; None;; None;; True;; None
Chadwick, M;; 1997;; 1997PhDT........31C;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Duncan, T;; 1997;; 1997PhDT........31D;; THE UNIVERSITY OF CHICAGO;; None;; None;; None;; None;; None;; 4;; None;; None;; None;; True;; None
Lockley, J;; 1997;; 1997PhDT........31L;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Musazzi, F;; 1997;; 1997PhDT........31M;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Brueckner, T;; 1997;; 1997PhDT........32B;; MONTANA STATE UNIVERSITY;; None;; None;; None;; None;; None;; 3;; None;; None;; None;; True;; None
Ackley, A;; 1997;; 1997PhDT........84A;; THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL;; None;; None;; None;; None;; None;; 1;; None;; None;; None;; True;; None
Beissner, K;; 1997;; 1997PhDT........85B;; UTAH STATE UNIVERSITY;; None;; None;; None;; None;; None;; 3;; None;; None;; None;; True;; None
Roos, T;; 1997;; 1997PhDT.......109R;; CORNELL UNIVERSITY;; None;; None;; None;; None;; None;; 7;; None;; None;; None;; True;; None
Nicolescu, C;; 1997;; 1997PhDT.........4N;; NEW YORK UNIVERSITY;; None;; None;; None;; None;; None;; 1;; None;; None;; None;; True;; None
Pirzkal, N;; 1997;; 1997PhDT........10P;; UNIVERSITY OF WYOMING;; None;; None;; None;; None;; None;; 207;; 4;; None;; None;; True;; None
Schleuning, D;; 1997;; 1997PhDT.........6S;; THE UNIVERSITY OF CHICAGO;; 2001;; University of Chicago;; 2000;; None;; 2;; 25;; 25;; True;; 2001;; None;; None
Ford, E;; 1997;; 1997PhDT.........5F;; COLUMBIA UNIVERSITY;; 2001;; COLUMBIA UNIVERSITY;; 2000;; None;; 1;; 107;; 73;; False;; 2014;; None;; None
Harrus, I;; 1997;; 1997PhDT.........5H;; COLUMBIA UNIVERSITY;; 2010;; NASA/GSFC;; 2006;; None;; 1;; 55;; 51;; True;; 2015;; None;; None
Venkatesan, T;; 1997;; 1997PhDT.........5V;; UNIVERSITY OF MAINE;; None;; None;; None;; None;; None;; 5;; None;; None;; None;; True;; None
Winters-hilt, S;; 1997;; 1997PhDT........11W;; THE UNIVERSITY OF WISCONSIN - MILWAUKEE;; None;; None;; None;; None;; None;; 5;; None;; None;; None;; True;; None
Grocott, S;; 1997;; 1997PhDT........89G;; MASSACHUSETTS INSTITUTE OF TECHNOLOGY;; None;; None;; None;; None;; None;; 6;; 1;; None;; None;; True;; None
Sundara raman, K;; 1997;; 1997PhDT.......246S;; Kodaikanal Observatory;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Dowell, C;; 1997;; 1997PhDT........10D;; THE UNIVERSITY OF CHICAGO;; 2016;; California Institute of Technology, USA;; 2014;; None;; 2;; 225;; 223;; True;; 2016;; None;; None
Mauceli, E;; 1997;; 1997PhDT.........6M;; THE LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COL.;; None;; None;; None;; None;; None;; 24;; None;; None;; None;; True;; None
Fry, A;; 1997;; 1997PhDT........11F;; THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL;; None;; None;; None;; None;; None;; 24;; 12;; None;; None;; True;; None
Pando, J;; 1997;; 1997PhDT.........3P;; THE UNIVERSITY OF ARIZONA;; 2006;; Department of Chemistry and Physics, Chicago State University, Chicago, IL 60628.;; 2004;; None;; 2;; 20;; 20;; True;; 2006;; None;; None
Marco, O;; 1997;; 1997PhDT........35M;; European Southern Observatory, Chile;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Chen, A;; 1997;; 1997PhDT........11C;; COLUMBIA UNIVERSITY;; 2016;; Institute of Space, Astrophysical and Plasma Sciences, National Cheng Kung University, Tainan, Taiwan;; 2013;; None;; 1;; 591;; 526;; False;; 2016;; None;; None
Iyer, V;; 1997;; 1997PhDT.........3I;; THE UNIVERSITY OF ARIZONA;; None;; None;; None;; None;; None;; 2;; None;; None;; None;; True;; None
Glenn, J;; 1997;; 1997PhDT.........5G;; THE UNIVERSITY OF ARIZONA;; 1999;; Department of Physics, Mathematics, and Astronomy, MS 59-33, Caltech, Pasadena, CA 91125;; 1999;; None;; 2;; 274;; 13;; True;; 2016;; None;; None
Brown, T;; 1997;; 1997PhDT........31B;; THE JOHNS HOPKINS UNIVERSITY;; 2016;; LCOGT;; 2014;; None;; 8;; 382;; 260;; False;; 2016;; None;; None
Grijs, R;; 1997;; 1997PhDT.......236G;; Utrecht University;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
De nolfo, G;; 1997;; 1997PhDT.........5D;; WASHINGTON UNIVERSITY;; None;; None;; None;; None;; None;; 130;; None;; None;; None;; True;; None
Normandeau, M;; 1997;; 1997PhDT.........6N;; UNIVERSITY OF CALGARY (CANADA);; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Smetanka, J;; 1997;; 1997PhDT........15S;; THE UNIVERSITY OF CHICAGO;; None;; None;; None;; None;; None;; 15;; None;; None;; None;; True;; None
Kodama, T;; 1997;; 1997PhDT........31K;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Sjouwerman, L;; 1997;; 1997PhDT........41S;; Onsala Space Observatory, Sweden;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Reese, M;; 1997;; 1997PhDT.........6R;; UNIVERSITY OF CINCINNATI;; None;; None;; None;; None;; None;; 8;; None;; None;; None;; True;; None
Herrmann, H;; 1997;; 1997PhDT.........9H;; PRINCETON UNIVERSITY;; None;; None;; None;; None;; None;; 8;; 1;; None;; None;; True;; None
Morrissey, P;; 1997;; 1997PhDT........13M;; THE JOHNS HOPKINS UNIVERSITY;; None;; None;; None;; None;; None;; 139;; 5;; None;; None;; True;; None
Refregier, A;; 1997;; 1997PhDT.........7R;; COLUMBIA UNIVERSITY;; 2016;; COLUMBIA UNIVERSITY;; 2014;; None;; 2;; 183;; 178;; True;; 2016;; None;; None
Lazio, T;; 1997;; 1997PhDT.........6L;; CORNELL UNIVERSITY;; 2016;; Code 7213, Remote Sensing Division, Naval Research Laboratory, Washington, DC 20375-5351;; 2016;; None;; 2;; 267;; 251;; True;; 2016;; None;; None
garblegarblestring ;; 1997;; 1997PhDT.........5E;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Pereyra, N;; 1997;; 1997PhDT.........6P;; UNIVERSITY OF MARYLAND COLLEGE PARK;; None;; None;; None;; None;; None;; 25;; None;; None;; None;; True;; None
Saito, Y;; 1997;; 1997PhDT........31S;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
De grijs, R;; 1997;; 1997PhDT........24D;; Kapteyn Astronomical Institute, University of Groningen, The Netherlands;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Monaco, P;; 1997;; 1997PhDT.......371M;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Gallagher, H;; 1997;; 1997PhDT.........1G;; BOSTON COLLEGE;; None;; None;; None;; None;; None;; 14;; None;; None;; None;; True;; None
Scholberg, K;; 1997;; 1997PhDT.........8S;; CALIFORNIA INSTITUTE OF TECHNOLOGY;; None;; None;; None;; None;; None;; 131;; None;; None;; None;; True;; None
Yoshida, S;; 1997;; 1997PhDT.........8Y;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Balman, S;; 1997;; 1997PhDT.........5B;; THE UNIVERSITY OF WISCONSIN - MADISON;; 2015;; garblegarblestring ;; 2015;; None;; 1;; 127;; 120;; True;; 2015;; None;; None
Cao, Y;; 1997;; 1997PhDT.........5C;; CALIFORNIA INSTITUTE OF TECHNOLOGY;; 2003;; CALIFORNIA INSTITUTE OF TECHNOLOGY;; 1997;; None;; 3;; 234;; 9;; True;; 2016;; None;; None
Dwarkadas, V;; 1997;; 1997PhDT........11D;; UNIVERSITY OF VIRGINIA;; 2016;; Astronomy and Astrophysics, Univ of Chicago, 5640 S Ellis Ave, Chicago, IL 60637, USA;; 2015;; None;; 2;; 147;; 136;; True;; 2016;; None;; None
De blok, W;; 1997;; 1997PhDT........13D;; Kapteyn Astronomical Institute, Groningen, The Netherlands;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Fabling, R;; 1997;; 1997PhDT........13F;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Grogan, K;; 1997;; 1997PhDT........13G;; UNIVERSITY OF FLORIDA;; None;; None;; None;; None;; None;; 61;; None;; None;; None;; True;; None
Moss, M;; 1997;; 1997PhDT........15M;; RICE UNIVERSITY;; None;; None;; None;; None;; None;; 11;; None;; None;; None;; True;; None
Bin, M;; 1997;; 1997PhDT........16B;; CALIFORNIA INSTITUTE OF TECHNOLOGY;; None;; None;; None;; None;; None;; 6;; None;; None;; None;; True;; None
Luo, C;; 1997;; 1997PhDT........17L;; RICE UNIVERSITY;; 1998;; Department of Space Physics and Astronomy, Rice University, MS108, Houston, TX 77005-1892;; 1998;; None;; 1;; 37;; 14;; True;; 2015;; None;; None
Jiang, Y;; 1997;; 1997PhDT........22J;; CALIFORNIA INSTITUTE OF TECHNOLOGY;; None;; None;; None;; None;; None;; 110;; 4;; None;; None;; True;; None
Home, A;; 1997;; 1997PhDT........15H;; THE CATHOLIC UNIVERSITY OF AMERICA;; None;; None;; None;; None;; None;; 11;; None;; None;; None;; True;; None
Winitzki, S;; 1997;; 1997PhDT........10W;; TUFTS UNIVERSITY;; None;; None;; None;; None;; None;; 15;; None;; None;; None;; True;; None
Snyder, G;; 1997;; 1997PhDT........18S;; HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION (OHIO);; None;; None;; None;; None;; None;; 172;; None;; None;; None;; True;; None
Nugent, P;; 1997;; 1997PhDT.........7N;; THE UNIVERSITY OF OKLAHOMA;; 2016;; Computational Research Division, Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA;; 1997;; None;; 15;; 485;; 417;; True;; 2016;; None;; None
Crone, G;; 1997;; 1997PhDT.......387C;; Utrecht University;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Wellman, G;; 1997;; 1997PhDT.........5W;; PRINCETON UNIVERSITY;; None;; None;; None;; None;; None;; 2;; None;; None;; None;; True;; None
Zweerink, J;; 1997;; 1997PhDT.........5Z;; IOWA STATE UNIVERSITY;; 2011;; Harvard-Smithsonian Center for Astrophysics, P.O. Box 97, Amado, AZ 85645;; 2009;; None;; 1;; 157;; 148;; True;; 2016;; None;; None
Allen, M;; 1997;; 1997PhDT.........6A;; ARIZONA STATE UNIVERSITY;; None;; None;; None;; None;; None;; 170;; 1;; None;; None;; True;; None
De theije, P;; 1997;; 1997PhDT.......116D;; Leiden University, P.O. Box 9513, 2300 RA Leiden, The Netherlands;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Blom, J;; 1997;; 1997PhDT.......249B;; Leiden University, P.O. Box 9513, 2300 RA Leiden, The Netherlands;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Hoof, P;; 1997;; 1997PhDT.......343H;; Utrecht University;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Blok, W;; 1997;; 1997PhDT.......423B;; Utrecht University;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Larson, S;; 1997;; 1997PhDT.........3L;; UNIVERSITY OF CALIFORNIA, LOS ANGELES;; None;; None;; None;; None;; None;; 297;; 9;; None;; None;; True;; None
Bowman, K;; 1997;; 1997PhDT........24B;; GEORGIA INSTITUTE OF TECHNOLOGY;; None;; None;; None;; None;; None;; 17;; None;; None;; None;; True;; None
Albin, E;; 1997;; 1997PhDT.........5A;; UNIVERSITY OF GEORGIA;; None;; None;; None;; None;; None;; 56;; None;; None;; None;; True;; None
Kriessler, J;; 1997;; 1997PhDT........15K;; MICHIGAN STATE UNIVERSITY;; 2000;; University of Minnesota;; 1998;; None;; 3;; 17;; 15;; True;; 2001;; None;; None
Hindawi, A;; 1997;; 1997PhDT........13H;; UNIVERSITY OF PENNSYLVANIA;; None;; None;; None;; None;; None;; 12;; None;; None;; None;; True;; None
Valdivia, J;; 1997;; 1997PhDT.........1V;; UNIVERSITY OF MARYLAND COLLEGE PARK;; 2015;; garblegarblestring ;; 2013;; None;; 3;; 66;; 64;; True;; 2015;; None;; None
Bock, D;; 1997;; 1997PhDT.........4B;; School of Physics, University of Sydney;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Yess, C;; 1997;; 1997PhDT.........5Y;; UNIVERSITY OF KANSAS;; None;; None;; None;; None;; None;; 12;; None;; None;; None;; True;; None
Tompkins, S;; 1997;; 1997PhDT.........8T;; BROWN UNIVERSITY;; None;; None;; None;; None;; None;; 64;; None;; None;; None;; True;; None
Apponi, A;; 1997;; 1997PhDT.........9A;; ARIZONA STATE UNIVERSITY;; 2015;; University of Arizona, Steward Observatory, 933 N. Cherry Ave., Tucson, AZ 85721;; 2008;; None;; 6;; 81;; 77;; True;; 2015;; None;; None
Kennefick, D;; 1997;; 1997PhDT........45K;; CALIFORNIA INSTITUTE OF TECHNOLOGY;; 2015;; University of Arkansas;; 2013;; None;; 4;; 85;; 72;; True;; 2015;; None;; None
Van den bosch, F;; 1997;; 1997PhDT.........8V;; Leiden Observatory, Leiden University, P.O. Box 9513, 2300 RA Leiden, The Netherlands;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Britton, M;; 1997;; 1997PhDT........29B;; UNIVERSITY OF CALIFORNIA, SANTA BARBARA;; 2001;; Astrophysics and Supercomputing, Mail No. 31, Swinburne University of Technology, PO Box 218, Hawthorn, Victoria 3122, Australia;; 2000;; None;; 1;; 47;; 18;; True;; 2014;; None;; None
Van hoof, P;; 1997;; 1997PhDT.......120V;; University of Groningen;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Wilson, G;; 1997;; 1997PhDT.........8W;; BROWN UNIVERSITY;; 2016;; Astronomy Department, University of Massachusetts, Amherst, MA 01003, USA;; 2008;; None;; 1;; 283;; 241;; False;; 2016;; None;; None
Lopez-cruz, O;; 1997;; 1997PhDT........15L;; UNIVERSITY OF TORONTO (CANADA);; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Zesta, E;; 1997;; 1997PhDT.........1Z;; BOSTON UNIVERSITY;; None;; None;; None;; None;; None;; 143;; None;; None;; None;; True;; None
Gehman, C;; 1997;; 1997PhDT.........2G;; THE UNIVERSITY OF MICHIGAN;; None;; None;; None;; None;; None;; 11;; 8;; None;; None;; True;; None
Creech-eakman, M;; 1997;; 1997PhDT..........C;; University of Denver, Department of Physics and Astronomy;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Damico, F;; 1997;; 1997PhDT..........D;; Instituto Nacional de Pesquisas Espacias;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Matonick, D;; 1997;; 1997PhDT.........5M;; DARTMOUTH COLLEGE;; None;; None;; None;; None;; None;; 7;; None;; None;; None;; True;; None
Boboltz, D;; 1997;; 1997PhDT........20B;; VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY;; 2016;; U.S. Naval Observatory;; 2010;; None;; 2;; 149;; 144;; True;; 2016;; None;; None
Scott, A;; 1997;; 1997PhDT........10S;; UNIVERSITY OF WATERLOO (CANADA);; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Koopmann, R;; 1997;; 1997PhDT........11K;; Yale University;; 2016;; Union College & Cornell University;; 2016;; None;; 2;; 72;; 67;; True;; 2016;; None;; None
Smith, J;; 1997;; 1997PhDT........16S;; FLORIDA INSTITUTE OF TECHNOLOGY;; 2015;; Department of Physics and Astronomy, Austin Peay State University, Clarksville, TN 37044;; 2015;; None;; 1;; 295;; 211;; False;; 2015;; None;; None
Bryant, P;; 1997;; 1997PhDT........33B;; CALIFORNIA INSTITUTE OF TECHNOLOGY;; None;; None;; None;; None;; None;; 17;; None;; None;; None;; True;; None
Amado, P;; 1997;; 1997PhDT........36A;; QUEEN'S UNIVERSITY OF BELFAST (NORTHERN IRELAND);; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Croom, S;; 1997;; 1997PhDT........37C;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Sutaria, F;; 1997;; 1997PhDT........50S;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Fioc, M;; 1997;; 1997PhDT........16F;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Messenger, S;; 1997;; 1997PhDT........12M;; WASHINGTON UNIVERSITY;; None;; None;; None;; None;; None;; 237;; None;; None;; None;; True;; None
Stout-batalha, N;; 1997;; 1997PhDT........24S;; UNIVERSITY OF CALIFORNIA, SANTA CRUZ;; 2000;; garblegarblestring ;; 2000;; None;; 1;; 8;; 5;; True;; 2001;; None;; None
Wen, H;; 1997;; 1997PhDT.........6W;; STANFORD UNIVERSITY;; None;; None;; None;; None;; None;; 11;; None;; None;; None;; True;; None
Anderson, A;; 1997;; 1997PhDT.........8A;; UNIVERSITY OF CALIFORNIA, BERKELEY;; None;; None;; None;; None;; None;; 38;; None;; None;; None;; True;; None
Verheijen, M;; 1997;; 1997PhDT........13V;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Wyrowski, F;; 1997;; 1997PhDT........24W;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Ulmer, A;; 1997;; 1997PhDT.........1U;; PRINCETON UNIVERSITY;; 1999;; Princeton University Observatory, Peyton Hall, Princeton, NJ 08544.;; 1999;; None;; 1;; 24;; 21;; True;; 1999;; None;; None
Hartman, C;; 1997;; 1997PhDT.........6H;; THE CATHOLIC UNIVERSITY OF AMERICA;; None;; None;; None;; None;; None;; 10;; None;; None;; None;; True;; None
Lee, H;; 1997;; 1997PhDT.........8L;; THE OHIO STATE UNIVERSITY;; 2014;; Gemini Observatory, Chile;; 2008;; None;; 3;; 117;; 35;; False;; 2015;; None;; None
Gerritsen, J;; 1997;; 1997PhDT........19G;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Townsend, R;; 1997;; 1997PhDT........24T;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Hooper, E;; 1997;; 1997PhDT........17H;; THE UNIVERSITY OF ARIZONA;; 2016;; Univ. of Wisconsin - Madison;; 2015;; None;; 3;; 129;; 125;; True;; 2016;; None;; None
Goussard, J;; 1997;; 1997PhDT........20G;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Ryans, R;; 1997;; 1997PhDT........22R;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Graff, D;; 1997;; 1997PhDT.........8G;; THE UNIVERSITY OF MICHIGAN;; 2012;; garblegarblestring ;; 2003;; None;; 3;; 67;; 65;; True;; 2012;; None;; None
Chumney, P;; 1997;; 1997PhDT........16C;; UNIVERSITY OF CALIFORNIA, IRVINE;; None;; None;; None;; None;; None;; 34;; None;; None;; None;; True;; None
Saraniti, D;; 1997;; 1997PhDT.........4S;; STANFORD UNIVERSITY;; None;; None;; None;; None;; None;; 4;; None;; None;; None;; True;; None
Thomas, E;; 1997;; 1997PhDT.........4T;; COLUMBIA UNIVERSITY;; None;; None;; None;; None;; None;; 41;; 1;; None;; None;; True;; None
Ungruhe, R;; 1997;; 1997PhDT.........4U;; -;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Vanlandingham, K;; 1997;; 1997PhDT.........4V;; ARIZONA STATE UNIVERSITY;; 2010;; Steward Observatory, University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721; Department of Astronomy, Columbia University, 550 West 120th Street, New York, NY 10027.;; 2010;; None;; 2;; 62;; 59;; True;; 2010;; None;; None
Wittman, D;; 1997;; 1997PhDT........12W;; THE UNIVERSITY OF ARIZONA;; 2016;; AT&T Bell Laboratories;; 2014;; None;; 1;; 313;; 305;; True;; 2016;; None;; None
Wehlburg, C;; 1997;; 1997PhDT.........4W;; UNIVERSITY OF FLORIDA;; None;; None;; None;; None;; None;; 2;; None;; None;; None;; True;; None
Zhu, Y;; 1997;; 1997PhDT.........4Z;; PRINCETON UNIVERSITY;; None;; None;; None;; None;; None;; 127;; 3;; None;; None;; True;; None
Schneider, E;; 1997;; 1997PhDT.........7S;; UNIVERSITY OF CALIFORNIA, IRVINE;; None;; None;; None;; None;; None;; 65;; 47;; None;; None;; True;; None
Supulver, K;; 1997;; 1997PhDT........28S;; UNIVERSITY OF CALIFORNIA, SANTA CRUZ;; None;; None;; None;; None;; None;; 0;; None;; None;; None;; True;; None
Chen, J;; 1997;; 1997PhDT........12C;; UNIVERSITY OF HAWAII;; None;; None;; None;; None;; None;; 702;; 1;; None;; None;; True;; None
Lee, D;; 1997;; 1997PhDT.........7L;; AIR FORCE INSTITUTE OF TECHNOLOGY;; None;; None;; None;; None;; None;; 233;; 5;; None;; None;; True;; None
Brhlik, M;; 1997;; 1997PhDT.......236B;; THE FLORIDA STATE UNIVERSITY;; None;; None;; None;; None;; None;; 11;; None;; None;; None;; True;; None
Beck, J;; 1997;; 1997PhDT........12B;; UNIVERSITY OF CALIFORNIA, LOS ANGELES;; None;; None;; None;; None;; None;; 53;; None;; None;; None;; True;; None
Krockenberger, M;; 1997;; 1997PhDT........18K;; HARVARD UNIVERSITY;; 2006;; Harvard-Smithsonian Center for Astrophysics; High Altitude Observatory;; 1998;; None;; 5;; 44;; 34;; True;; 2006;; None;; None
Owen, J;; 1997;; 1997PhDT.........5O;; THE OHIO STATE UNIVERSITY;; None;; None;; None;; None;; None;; 32;; None;; None;; None;; True;; None
Vaduvescu, O;; 1997;; 1997PhDT........64V;; Astronomical Institute of the Romanian Academy, Bucharest, Romania;; None;; None;; None;; None;; None;; None;; None;; None;; None;; None;; True
Umeda, H;; 1997;; 1997PhDT.........2U;; THE UNIVERSITY OF MICHIGAN;; None;; None;; None;; None;; None;; 197;; 2;; None;; None;; True;; None
Yan, M;; 1997;; 1997PhDT.........4Y;; HARVARD UNIVERSITY;; 2006;; Harvard-Smithsonian Center for Astrophysics;; 2001;; None;; 4;; 31;; 13;; False;; 2010;; None;; None
Fryer, C;; 1997;; 1997PhDT........12F;; THE UNIVERSITY OF ARIZONA;; None;; None;; None;; None;; None;; 181;; 2;; None;; None;; True;; None
Thakar, A;; 1997;; 1997PhDT.........3T;; THE OHIO STATE UNIVERSITY;; 2015;; Department of Physics and Astronomy, Johns Hopkins University, 3400 North Charles Street, Baltimore, MD 21218-2686.;; 2005;; None;; 2;; 87;; 85;; True;; 2015;; None;; None
Trager, S;; 1997;; 1997PhDT.........9T;; UNIVERSITY OF CALIFORNIA, SANTA CRUZ;; 2016;; Univ. of Groningen (Netherlands);; 2014;; None;; 2;; 128;; 125;; True;; 2016;; None;; None
Herrnstein, J;; 1997;; 1997PhDT........10H;; HARVARD UNIVERSITY;; None;; None;; None;; None;; None;; 45;; None;; None;; None;; True;; None
